TYPE	text	text	text	integer	text	float	float	text	integer	text	text	integer	integer	integer	integer	float	float	float	float	float	float	text	text	text	text	text	text	text	text	text	text	text	integer	integer	integer																																																																																																																																																																									
FEPARAMS	Protocol_Name	Protocol_date	Scan_ScannerName	Scan_NumChannels	Scan_Date	Scan_MicronsPerPixelX	Scan_MicronsPerPixelY	Scan_OriginalGUID	Scan_NumScanPass	Grid_Name	Grid_Date	Grid_NumSubGridRows	Grid_NumSubGridCols	Grid_NumRows	Grid_NumCols	Grid_RowSpacing	Grid_ColSpacing	Grid_OffsetX	Grid_OffsetY	Grid_NomSpotWidth	Grid_NomSpotHeight	Grid_GenomicBuild	FeatureExtractor_Barcode	FeatureExtractor_Sample	FeatureExtractor_ScanFileName	FeatureExtractor_ArrayName	FeatureExtractor_ScanFileGUID	FeatureExtractor_DesignFileName	FeatureExtractor_ExtractionTime	FeatureExtractor_UserName	FeatureExtractor_ComputerName	FeatureExtractor_Version	FeatureExtractor_IsXDRExtraction	FeatureExtractor_ColorMode	FeatureExtractor_QCReportType																																																																																																																																																																									
DATA	GE2_107_Sep09 (Read Only)	29/09/2009 17:04	Agilent Technologies Scanner G2505C US10020348	2	04-20-2011 11:40:45	5	5	a6b42c92-f233-40bc-992b-d73ccd42288c	1	014850_D_F_20100430	30/04/2010 00:00	1	1	532	85	73.3235	63.5	0	36.6617	65	65	hg19:GRCh37:Feb2009	251485065459_1_2		D:\Theres\New Folder (2)\\US10020348_251485065459_S01.tif	US10020348_251485065459_S01	97573846-87b5-44f9-a86a-c2d71ffb6354	014850_D_F_20100430.xml	20/04/2011 11:57	rmharev	CHEMSTATION01	10.7.1.1	0	1	0																																																																																																																																																																									
*																																																																																																																																																																																																												
TYPE	float	float	float	integer	integer	float	float	float	integer	integer	float	float	float	float	float	float	integer	float	float	float	integer	float	float	integer	integer	float	float	float	integer	float	float	integer	integer	integer	integer	integer	float	float	float	integer	integer	integer	integer	integer	float	float	float	integer	float	float	float	float	float	float	float	integer	integer	float	float	integer	integer	float	float	float	float	float	float	float	float	float	float	float	float	float	float	integer	float	float	float	float	integer	float	float	float	float	integer	float	float	float	float	float	float	integer	float	float	float	float	float	float	integer	float	float	float	float	integer	float	float	float	float	float	float	float	integer	float	float	float	integer	float	float	float	float	float	float	float	float	integer	integer	integer	float	float	float	integer	float	float	float	float	integer	float	float	float	float	float	float	text	text	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	integer	integer	integer	integer	float	float	integer	text	integer	integer	float	float	float	float	boolean	float	float	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean
DATA	111	2	26	0	0	A_24_P276932	NM_001039362	4090	218.59	5.76E-01	2.10E-01	6.10E-03	5.49E+00	2.07E+01	4.45E+00	3.30E+00	47	79	41	56	7.36E+00	1.27E+01	0	0	0	0	0	0	0	0	0	0	0	2.63772	23.1386	1	1	0	1	49.1849	41.3364	56.2765																																																																																																																																																																		
DATA	112	2	27	0	0	A_24_P838448	NR_015410	4115.5	219.125	-3.73E-02	7.56E-02	6.22E-01	5.39E+01	4.94E+01	7.07E+00	5.54E+00	70	111.5	42	53	7.48E+00	1.24E+01	0	0	0	0	0	0	0	0	0	0	0	24.9714	57.0311	1	1	1	1	47.8731	41.4098	54.039																																																																																																																																																																		
DATA	113	2	28	0	0	A_23_P337746	NM_006177	4140.8	219	-6.09E-02	6.26E-02	3.30E-01	2.33E+02	2.02E+02	2.37E+01	2.04E+01	153	282.5	40	55	8.28E+00	1.20E+01	0	0	0	0	0	0	0	0	0	0	0	107.334	233.608	1	1	1	1	49.1849	41.3035	55.592																																																																																																																																																																		
DATA	114	2	29	0	0	A_23_P216689	NM_007371	4166.59	218.908	2.81E-01	7.06E-02	6.79E-05	6.95E+01	1.33E+02	8.35E+00	1.35E+01	76.5	208.5	40	55	6.96E+00	1.11E+01	0	0	0	0	0	0	0	0	0	0	0	31.953	152.89	1	1	1	1	49.1849	39.9132	55.7489																																																																																																																																																																		
DATA	115	2	30	0	0	A_24_P208897	NM_173827	4191.63	219.404	6.46E-01	2.34E-01	5.71E-03	4.46E+00	1.97E+01	4.45E+00	3.27E+00	46	81	41	55	7.77E+00	1.25E+01	0	0	0	0	0	0	0	0	0	0	0	1.16595	21.7498	0	1	0	1	65	41.415	55.97																																																																																																																																																																		
DATA	116	2	31	0	0	A_24_P42557	NM_001018036	4217.42	219.427	0.00E+00	6.38E-01	1.00E+00	4.30E+00	2.74E+00	4.28E+00	2.73E+00	37	53	41	55	7.14E+00	1.20E+01	0	0	0	0	0	0	0	0	0	0	0	-6.83978	-4.13996	0	0	0	0	57.5363	41.0931	55.902																																																																																																																																																																		
DATA	117	2	32	1028	1	(+)E1A_r60_3	E1A_r60_3	4242.75	219.447	4.98E-01	7.66E-02	8.22E-11	4.33E+02	1.36E+03	4.35E+01	1.36E+02	245	1562	39	55	7.59E+00	1.09E+01	0	0	0	0	0	0	0	0	0	0	0	198.681	1543.16	1	1	1	1	49.5074	40.0545	55.995																																																																																																																																																																		
DATA	118	2	33	0	0	A_23_P93295	NM_013936	4268.11	219.5	3.54E-01	3.33E-01	2.89E-01	4.44E+00	1.00E+01	4.42E+00	2.85E+00	43	66	40	55	6.94E+00	1.05E+01	0	0	0	0	0	0	0	0	0	0	0	-1.66088	10.8239	0	1	0	0	65	39.6429	55.0918																																																																																																																																																																		
DATA	119	2	34	0	0	A_24_P926770	NM_014045	4293.68	219.6	-7.09E-03	6.24E-02	9.09E-01	2.15E+02	2.11E+02	2.20E+01	2.13E+01	137	287	41	55	6.64E+00	1.05E+01	0	0	0	0	0	0	0	0	0	0	0	97.2951	240.045	1	1	1	1	50.7771	40.2613	55.5427																																																																																																																																																																		
DATA	120	2	35	0	0	A_23_P67355	NM_000951	4318.67	219.5	-5.58E-02	1.61E-01	7.29E-01	1.64E+01	1.44E+01	4.88E+00	2.97E+00	52	74	39	54	6.87E+00	1.19E+01	0	0	0	0	0	0	0	0	0	0	0	7.58609	15.9884	1	1	0	1	57.5363	39.5468	54.2463																																																																																																																																																																		
DATA	121	2	36	0	0	A_23_P48487	NM_183002	4344.43	219.679	6.62E-02	6.59E-02	3.15E-01	9.38E+01	1.09E+02	1.05E+01	1.12E+01	85	185.5	40	56	7.11E+00	1.29E+01	0	0	0	0	0	0	0	0	0	0	0	42.2337	123.404	1	1	1	1	51.0895	39.6618	56.4493																																																																																																																																																																		
DATA	122	2	37	0	0	A_23_P204947	NM_004004	4369.68	219.6	5.00E-01	7.68E-02	7.13E-11	4.65E+02	1.47E+03	4.67E+01	1.47E+02	246	1650	40	56	7.38E+00	1.14E+01	0	0	0	0	0	0	0	0	0	0	0	210.315	1642.89	1	1	1	1	50.7771	40.7059	55.1912																																																																																																																																																																		
DATA	123	2	38	0	0	A_24_P50738	AF035020	4395.09	219.614	0.00E+00	6.38E-01	1.00E+00	4.39E+00	2.79E+00	4.38E+00	2.79E+00	43	60	39	55	6.35E+00	1.15E+01	0	0	0	0	0	0	0	0	0	0	0	-1.23718	2.21008	0	0	0	0	57.259	39.3134	55.4229																																																																																																																																																																		
DATA	124	2	39	0	0	A_24_P624263	THC2684625	4419.82	219.479	3.49E-01	2.82E-01	2.16E-01	5.46E+00	1.22E+01	4.57E+00	2.96E+00	47	72	40	55	7.25E+00	1.12E+01	0	0	0	0	0	0	0	0	0	0	0	2.55524	13.0368	1	1	0	0	46.8651	40.4885	55.2258																																																																																																																																																																		
DATA	125	2	40	0	0	A_23_P351328	NM_178553	4445.5	220	4.06E-01	3.12E-01	1.93E-01	4.55E+00	1.16E+01	4.53E+00	2.95E+00	45	65.5	40	55	7.24E+00	1.19E+01	0	0	0	0	0	0	0	0	0	0	0	-0.390387	12.2999	0	1	0	0	65	40.2745	55.5049																																																																																																																																																																		
DATA	126	2	41	0	0	A_23_P129829	NM_139280	4471.35	220.198	2.41E-02	6.15E-02	6.95E-01	4.45E+03	4.70E+03	4.45E+02	4.70E+02	2018.5	5249	41	57	7.61E+00	1.16E+01	0	0	0	0	0	0	0	0	0	0	0	1982.97	5207.56	1	1	1	1	50.7771	40.7573	57.1942																																																																																																																																																																		
DATA	127	2	42	0	0	A_23_P142688	NM_024293	4496.52	220.317	8.33E-02	6.22E-02	1.80E-01	3.67E+02	4.44E+02	3.70E+01	4.45E+01	205.5	550.5	41	54	7.81E+00	1.29E+01	0	0	0	0	0	0	0	0	0	0	0	162.747	491.037	1	1	1	1	51.7088	41.8706	55.2289																																																																																																																																																																		
DATA	128	2	43	0	0	A_32_P10665	A_32_P10665	4521.76	220.618	-1.24E-01	6.47E-02	5.48E-02	1.61E+02	1.21E+02	1.68E+01	1.24E+01	112	189.5	41	54	6.78E+00	1.15E+01	0	0	0	0	0	0	0	0	0	0	0	71.0181	133.835	1	1	1	1	49.1849	40.9363	54.1912																																																																																																																																																																		
DATA	129	2	44	0	0	A_23_P53015	NM_022830	4547.5	220.5	-1.78E-01	6.43E-02	5.65E-03	2.92E+02	1.94E+02	2.96E+01	1.96E+01	171	250	41	53	6.98E+00	1.14E+01	0	0	0	0	0	0	0	0	0	0	0	128.418	213.467	1	1	1	1	57.5363	40.9167	54.2598																																																																																																																																																																		
DATA	130	2	45	0	0	A_23_P56855	NM_001137671	4572.67	220.5	0.00E+00	6.38E-01	1.00E+00	4.50E+00	2.85E+00	4.48E+00	2.85E+00	41	62	42	56	7.55E+00	1.26E+01	0	0	0	0	0	0	0	0	0	0	0	-3.10427	2.00415	0	0	0	0	57.5363	42.0664	56.3175																																																																																																																																																																		
DATA	131	2	46	0	0	A_32_P184330	AK130741	4598.33	220.5	6.42E-02	1.10E-01	5.61E-01	2.42E+01	2.81E+01	5.39E+00	3.87E+00	54	86.5	43	56	7.39E+00	1.20E+01	0	0	0	0	0	0	0	0	0	0	0	10.6683	30.4064	1	1	1	1	57.5363	43.0147	56.3725																																																																																																																																																																		
DATA	132	2	47	0	0	A_24_P212086	NM_002639	4623.58	220.573	0.00E+00	6.38E-01	1.00E+00	4.53E+00	2.87E+00	4.51E+00	2.86E+00	41	55	42	55	7.07E+00	1.30E+01	0	0	0	0	0	0	0	0	0	0	0	-3.95661	-0.848855	0	0	0	0	57.5363	42.239	55.2341																																																																																																																																																																		
DATA	133	2	48	0	0	A_24_P373475	NM_000049	4649	220.545	0.00E+00	6.38E-01	1.00E+00	4.54E+00	2.88E+00	4.53E+00	2.87E+00	39	57	41	55	8.12E+00	1.14E+01	0	0	0	0	0	0	0	0	0	0	0	-5.71485	-1.05574	0	0	0	0	55.8519	42.5429	55.9762																																																																																																																																																																		
DATA	134	2	49	0	0	A_23_P107597	NM_005603	4674.5	220.648	0.00E+00	6.38E-01	1.00E+00	4.56E+00	2.89E+00	4.54E+00	2.88E+00	40	56	43	54.5	7.53E+00	1.24E+01	0	0	0	0	0	0	0	0	0	0	0	-4.39924	-2.18587	0	0	0	0	57.5363	42.47	55.475																																																																																																																																																																		
DATA	135	2	50	0	1	ETG02_36680	ETG02_36680	4699.5	221	0.00E+00	6.39E-01	1.00E+00	4.57E+00	2.90E+00	4.56E+00	2.91E+00	44	60.5	43	54	7.58E+00	1.29E+01	0	0	0	0	0	0	0	0	0	0	0	-1.12259	2.60656	0	0	0	0	54.1152	43.199	55.597																																																																																																																																																																		
DATA	136	2	51	0	0	A_24_P394940	NM_000773	4725.5	221	0.00E+00	5.82E-01	1.00E+00	4.61E+00	3.55E+00	4.59E+00	2.91E+00	43	62	41.5	52	7.94E+00	1.30E+01	0	0	0	0	0	0	0	0	0	0	0	-1.17109	3.539	0	1	0	0	54.1152	42.2347	54.148																																																																																																																																																																		
DATA	137	2	52	0	0	A_24_P912617	A_24_P912617	4750.5	221.352	0.00E+00	6.38E-01	1.00E+00	4.60E+00	2.93E+00	4.59E+00	2.92E+00	43	59	43	52	7.96E+00	1.14E+01	0	0	0	0	0	0	0	0	0	0	0	-0.106162	0.743811	0	0	0	0	57.5363	43.2538	53.1269																																																																																																																																																																		
DATA	138	2	53	0	0	A_23_P152107	NM_194259	4776	221.455	-4.16E-02	6.15E-02	4.99E-01	2.83E+04	2.58E+04	2.83E+03	2.58E+03	11650	26327	43	54	7.49E+00	1.13E+01	0	0	0	0	0	0	0	0	0	0	0	11964.8	27700.2	1	1	1	1	55.8519	43.4394	54.3333																																																																																																																																																																		
DATA	139	2	54	0	0	A_23_P97584	NM_014597	4801.38	221.295	8.97E-02	6.20E-02	1.48E-01	1.00E+04	1.23E+04	1.00E+03	1.23E+03	4132	12346	42	54	7.58E+00	1.24E+01	0	0	0	0	0	0	0	0	0	0	0	4279.59	13055.8	1	1	1	1	50.4627	43.1337	55.0792																																																																																																																																																																		
DATA	140	2	55	0	0	A_32_P146113	NM_145028	4826.58	221.427	0.00E+00	6.39E-01	1.00E+00	4.65E+00	2.96E+00	4.64E+00	2.95E+00	44	59	42	57	6.73E+00	1.13E+01	0	0	0	0	0	0	0	0	0	0	0	1.23689	1.51177	0	0	0	0	65	43	57.1095																																																																																																																																																																		
DATA	141	2	56	1028	1	(+)E1A_r60_a97	E1A_r60_a97	4852.42	221.218	5.38E-01	8.19E-02	5.23E-11	5.64E+01	1.94E+02	7.55E+00	1.96E+01	69	253	43	54	7.74E+00	1.35E+01	0	0	0	0	0	0	0	0	0	0	0	23.8397	204.537	1	1	1	1	50.1463	43.3192	55.6995																																																																																																																																																																		
DATA	142	2	57	0	0	A_24_P305467	NM_017660	4877.66	221.338	-1.02E-01	6.22E-02	1.00E-01	8.63E+02	6.82E+02	8.65E+01	6.83E+01	392	752	44	58	7.85E+00	1.40E+01	0	0	0	0	0	0	0	0	0	0	0	367.172	709.482	1	1	1	1	50.1463	44.0188	57.6244																																																																																																																																																																		
DATA	143	2	58	0	0	A_23_P426140	NM_024646	4902.95	221.523	3.06E-02	6.25E-02	6.25E-01	2.10E+02	2.25E+02	2.16E+01	2.27E+01	130	289	44	54	7.59E+00	1.32E+01	0	0	0	0	0	0	0	0	0	0	0	88.4099	235.245	1	1	1	1	65	44.019	56.281																																																																																																																																																																		
DATA	144	2	59	0	0	A_24_P356721	NM_000979	4928.5	221.769	-9.26E-02	6.20E-02	1.35E-01	2.39E+04	1.93E+04	2.39E+03	1.93E+03	9740	19607	43	57	6.44E+00	1.21E+01	0	0	0	0	0	0	0	0	0	0	0	10008.1	20215.5	1	1	1	1	49.8279	43.2	56.6308																																																																																																																																																																		
DATA	145	2	60	0	0	A_23_P356755	NM_001806	4953.74	221.827	-2.66E-02	6.15E-02	6.65E-01	1.03E+04	9.72E+03	1.03E+03	9.72E+02	4126	9494	43	56	6.78E+00	1.03E+01	0	0	0	0	0	0	0	0	0	0	0	4340.39	10060.1	1	1	1	1	50.4627	43.0964	55.3198																																																																																																																																																																		
DATA	146	2	61	0	0	A_23_P379550	NM_003680	4978.93	221.8	4.90E-03	6.15E-02	9.36E-01	1.09E+03	1.10E+03	1.09E+02	1.10E+02	504.5	1146	44.5	55	7.28E+00	1.19E+01	0	0	0	0	0	0	0	0	0	0	0	459.848	1129.3	1	1	1	1	46.8651	44.9559	54.8529																																																																																																																																																																		
DATA	147	2	62	0	0	A_23_P345710	NM_152531	5004.27	221.781	6.32E-03	6.22E-02	9.19E-01	2.47E+02	2.51E+02	2.53E+01	2.53E+01	150	314	44	54	7.67E+00	1.17E+01	0	0	0	0	0	0	0	0	0	0	0	103.403	258.711	1	1	1	1	48.2044	44.8381	55.319																																																																																																																																																																		
DATA	148	2	63	0	0	A_24_P719096	THC2729213	5029.58	222.171	-4.70E-01	7.54E-02	4.52E-10	5.62E+02	1.90E+02	5.65E+01	1.93E+01	266.5	253	42	54	7.15E+00	1.10E+01	0	0	0	0	0	0	0	0	0	0	0	234.978	195.405	1	1	1	1	48.8603	42.5436	54.9231																																																																																																																																																																		
DATA	149	2	64	0	0	A_24_P343233	NM_002124	5055.42	222.427	-3.47E-02	6.15E-02	5.73E-01	4.00E+05	3.69E+05	4.00E+04	3.69E+04	145132	436559	42	55	6.66E+00	1.14E+01	0	0	0	0	0	0	0	0	0	0	0	144366	435984	1	1	1	1	57.5363	42.4541	54.8214																																																																																																																																																																		
DATA	150	2	65	0	0	A_23_P408787	NM_145278	5080.58	222.427	0.00E+00	6.37E-01	1.00E+00	4.74E+00	3.05E+00	4.73E+00	3.05E+00	44	61	43	54	7.27E+00	1.16E+01	0	0	0	0	0	0	0	0	0	0	0	-0.286679	2.21532	0	0	0	0	65	43.6051	55.7846																																																																																																																																																																		
DATA	151	2	66	0	0	A_23_P344655	AK094167	5106.11	222.5	0.00E+00	6.36E-01	1.00E+00	4.75E+00	3.06E+00	4.73E+00	3.05E+00	42	56	44	53	7.72E+00	1.19E+01	0	0	0	0	0	0	0	0	0	0	0	-1.78123	-3.7025	0	0	0	0	56.9804	43.5729	54.8492																																																																																																																																																																		
DATA	152	2	67	0	0	A_23_P350678	AL136901	5131.5	222.5	0.00E+00	6.36E-01	1.00E+00	4.75E+00	3.06E+00	4.73E+00	3.05E+00	43	56	42	57	7.61E+00	1.14E+01	0	0	0	0	0	0	0	0	0	0	0	-2.42789	-2.81601	0	0	0	0	65	42.6179	56.6509																																																																																																																																																																		
DATA	153	2	68	0	0	A_23_P397933	NM_001879	5156.67	222.5	0.00E+00	6.37E-01	1.00E+00	4.75E+00	3.07E+00	4.73E+00	3.07E+00	44	62	43	56	7.15E+00	1.27E+01	0	0	0	0	0	0	0	0	0	0	0	0.708217	2.78239	0	0	0	0	65	43.7192	56.2512																																																																																																																																																																		
DATA	154	2	69	0	0	A_23_P145024	NM_000024	5182.03	222.5	1.64E-01	1.21E-01	1.75E-01	2.01E+01	2.94E+01	5.44E+00	4.10E+00	54	87.5	43	54	7.26E+00	1.18E+01	0	0	0	0	0	0	0	0	0	0	0	8.45696	29.5027	1	1	0	1	44.4243	42.881	55.4048																																																																																																																																																																		
DATA	155	2	70	0	0	A_24_P104115	NM_019034	5207.68	222.4	-1.19E-02	6.14E-02	8.46E-01	1.85E+03	1.80E+03	1.86E+02	1.80E+02	794	1793	44	54	7.42E+00	1.23E+01	0	0	0	0	0	0	0	0	0	0	0	778.609	1814.95	1	1	1	1	50.7771	43.6372	54.1488																																																																																																																																																																		
DATA	156	2	71	0	0	A_23_P433829	NM_152409	5233.09	222.614	3.29E-02	6.24E-02	5.98E-01	2.35E+02	2.54E+02	2.41E+01	2.56E+01	141	293.5	41	55	6.49E+00	1.24E+01	0	0	0	0	0	0	0	0	0	0	0	98.1406	257.322	1	1	1	1	57.259	41.5902	54.9951																																																																																																																																																																		
DATA	157	2	72	0	0	A_23_P110846	NM_004779	5258.59	222.908	3.17E-01	6.79E-02	3.15E-06	1.06E+03	2.20E+03	1.06E+02	2.20E+02	471	2191	42	55	6.83E+00	1.16E+01	0	0	0	0	0	0	0	0	0	0	0	446.239	2206.42	1	1	1	1	49.1849	43.2936	55.1422																																																																																																																																																																		
DATA	158	2	73	0	0	A_24_P910381	A_24_P910381	5283.86	222.649	3.36E-01	8.95E-02	1.77E-04	2.91E+01	6.31E+01	5.83E+00	6.92E+00	57	122	42	53	7.37E+00	1.20E+01	0	0	0	0	0	0	0	0	0	0	0	12.2343	63.6706	1	1	1	1	47.8731	43.3349	54.0826																																																																																																																																																																		
DATA	159	2	74	0	0	A_23_P110699	NM_052860	5309.31	222.828	-1.57E-01	1.63E-01	3.34E-01	1.98E+01	1.38E+01	5.34E+00	3.21E+00	52	72	43	56	7.81E+00	1.23E+01	0	0	0	0	0	0	0	0	0	0	0	8.47539	13.7062	1	1	0	0	42.9674	42.6699	56.2632																																																																																																																																																																		
DATA	160	2	75	66	1	DarkCorner	DarkCorner	5334.5	223.352	0.00E+00	6.34E-01	1.00E+00	4.69E+00	3.07E+00	4.67E+00	3.06E+00	42	55	44	52	7.73E+00	1.25E+01	0	0	0	0	0	0	0	0	0	0	0	-2.70994	-2.70693	0	0	0	0	65	43.1962	53.9282																																																																																																																																																																		
DATA	161	2	76	66	1	DarkCorner	DarkCorner	5360	223.455	0.00E+00	6.34E-01	1.00E+00	4.67E+00	3.07E+00	4.66E+00	3.06E+00	42	54	41	53	6.85E+00	1.22E+01	0	0	0	0	0	0	0	0	0	0	0	-1.57789	-4.21497	0	0	0	0	65	41.6904	53.8122																																																																																																																																																																		
DATA	162	2	77	66	1	DarkCorner	DarkCorner	5385.42	223.427	0.00E+00	6.34E-01	1.00E+00	4.65E+00	3.06E+00	4.64E+00	3.05E+00	39	58	41	55	7.18E+00	1.19E+01	0	0	0	0	0	0	0	0	0	0	0	-5.1284	-1.07974	0	0	0	0	65	41.4976	55.3971																																																																																																																																																																		
DATA	163	2	78	66	1	DarkCorner	DarkCorner	5410.67	223.5	0.00E+00	6.34E-01	1.00E+00	4.63E+00	3.05E+00	4.61E+00	3.04E+00	42	55.5	40	54	6.74E+00	1.20E+01	0	0	0	0	0	0	0	0	0	0	0	-2.69026	-3.33351	0	0	0	0	65	40.3229	54.7969																																																																																																																																																																		
