TYPE	text	text	text	integer	text	float	float	text	integer	text	text	integer	integer	integer	integer	float	float	float	float	float	float	text	text	text	text	text	text	text	text	text	text	text	integer	integer	integer																																																																																																																																																																									
FEPARAMS	Protocol_Name	Protocol_date	Scan_ScannerName	Scan_NumChannels	Scan_Date	Scan_MicronsPerPixelX	Scan_MicronsPerPixelY	Scan_OriginalGUID	Scan_NumScanPass	Grid_Name	Grid_Date	Grid_NumSubGridRows	Grid_NumSubGridCols	Grid_NumRows	Grid_NumCols	Grid_RowSpacing	Grid_ColSpacing	Grid_OffsetX	Grid_OffsetY	Grid_NomSpotWidth	Grid_NomSpotHeight	Grid_GenomicBuild	FeatureExtractor_Barcode	FeatureExtractor_Sample	FeatureExtractor_ScanFileName	FeatureExtractor_ArrayName	FeatureExtractor_ScanFileGUID	FeatureExtractor_DesignFileName	FeatureExtractor_ExtractionTime	FeatureExtractor_UserName	FeatureExtractor_ComputerName	FeatureExtractor_Version	FeatureExtractor_IsXDRExtraction	FeatureExtractor_ColorMode	FeatureExtractor_QCReportType																																																																																																																																																																									
DATA	GE2_107_Sep09 (Read Only)	29/09/2009 17:04	Agilent Technologies Scanner G2505C US10020348	2	04-20-2011 11:40:45	5	5	a6b42c92-f233-40bc-992b-d73ccd42288c	1	014850_D_F_20100430	30/04/2010 00:00	1	1	532	85	73.3235	63.5	0	36.6617	65	65	hg19:GRCh37:Feb2009	251485065459_1_1		D:\Theres\New Folder (2)\\US10020348_251485065459_S01.tif	US10020348_251485065459_S01	97573846-87b5-44f9-a86a-c2d71ffb6354	014850_D_F_20100430.xml	20/04/2011 11:57	rmharev	CHEMSTATION01	10.7.1.1	0	1	0																																																																																																																																																																									
*																																																																																																																																																																																																												
TYPE	float	float	float	integer	integer	float	float	float	integer	integer	float	float	float	float	float	float	integer	float	float	float	integer	float	float	integer	integer	float	float	float	integer	float	float	integer	integer	integer	integer	integer	float	float	float	integer	integer	integer	integer	integer	float	float	float	integer	float	float	float	float	float	float	float	integer	integer	float	float	integer	integer	float	float	float	float	float	float	float	float	float	float	float	float	float	float	integer	float	float	float	float	integer	float	float	float	float	integer	float	float	float	float	float	float	integer	float	float	float	float	float	float	integer	float	float	float	float	integer	float	float	float	float	float	float	float	integer	float	float	float	integer	float	float	float	float	float	float	float	float	integer	integer	integer	float	float	float	integer	float	float	float	float	integer	float	float	float	float	float	float	text	text	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	integer	integer	integer	integer	float	float	integer	text	integer	integer	float	float	float	float	boolean	float	float	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean
DATA	111	2	26	0	0	A_24_P276932	NM_001039362	941.418	208.427	3.39E-01	2.23E-01	1.28E-01	1.15E+01	2.51E+01	7.38E+00	5.04E+00	48	79	41	50	7.15E+00	1.20E+01	0	0	0	0	0	0	0	0	0	0	0	4.59812	19.9154	1	1	0	1	57.5363	41.4031	52.0102																																																																																																																																																																		
DATA	112	2	27	0	0	A_24_P838448	NR_015410	966.346	208.731	-4.30E-01	8.37E-02	2.76E-07	1.43E+02	5.32E+01	1.62E+01	6.84E+00	104	104	39	54	7.21E+00	1.19E+01	0	0	0	0	0	0	0	0	0	0	0	56.1	42.9275	1	1	1	1	50.1463	39.9293	54.1566																																																																																																																																																																		
DATA	113	2	28	0	0	A_23_P337746	NM_006177	991.725	208.25	1.34E-01	6.39E-02	3.63E-02	2.49E+02	3.39E+02	2.60E+01	3.42E+01	140.5	330.5	39	52.5	6.69E+00	1.31E+01	0	0	0	0	0	0	0	0	0	0	0	97.9609	270.592	1	1	1	1	50.4627	39.3069	54.4109																																																																																																																																																																		
DATA	114	2	29	0	0	A_23_P216689	NM_007371	1017.5	208.5	6.85E-01	8.97E-02	2.15E-14	9.36E+01	4.54E+02	1.20E+01	4.56E+01	81	425	40	53	6.80E+00	1.15E+01	0	0	0	0	0	0	0	0	0	0	0	36.6946	362.075	1	1	1	1	57.5363	39.7525	54.0051																																																																																																																																																																		
DATA	115	2	30	0	0	A_24_P208897	NM_173827	1042.67	208.5	6.86E-02	1.80E-01	7.02E-01	2.05E+01	2.40E+01	7.73E+00	4.97E+00	50.5	74.5	40	55	6.87E+00	1.14E+01	0	0	0	0	0	0	0	0	0	0	0	8.01726	19.163	1	1	0	1	57.5363	40.2126	54.4783																																																																																																																																																																		
DATA	116	2	31	0	0	A_24_P42557	NM_001018036	1068.33	208.5	0.00E+00	6.28E-01	1.00E+00	6.86E+00	4.78E+00	6.84E+00	4.76E+00	38	55	40	54	7.47E+00	1.11E+01	0	0	0	0	0	0	0	0	0	0	0	-4.77943	-2.80777	0	0	0	0	57.5363	40.1317	53.122																																																																																																																																																																		
DATA	117	2	32	1028	1	(+)E1A_r60_3	E1A_r60_3	1093.44	208.481	7.84E-01	9.52E-02	1.72E-16	3.84E+02	2.34E+03	3.91E+01	2.34E+02	186	1855.5	37	53	6.68E+00	1.08E+01	0	0	0	0	0	0	0	0	0	0	0	150.281	1845.55	1	1	1	1	49.8279	37.5427	54.3668																																																																																																																																																																		
DATA	118	2	33	0	0	A_23_P93295	NM_013936	1119	208.545	0.00E+00	6.29E-01	1.00E+00	6.89E+00	4.80E+00	6.87E+00	4.80E+00	43	62.5	39	52	6.74E+00	1.00E+01	0	0	0	0	0	0	0	0	0	0	0	-1.67083	3.23609	0	0	0	0	65	39.5642	51.9633																																																																																																																																																																		
DATA	119	2	34	0	0	A_24_P926770	NM_014045	1144.5	208.842	6.96E-02	6.33E-02	2.72E-01	2.46E+02	2.89E+02	2.58E+01	2.93E+01	136.5	281.5	39.5	54	7.57E+00	1.20E+01	0	0	0	0	0	0	0	0	0	0	0	95.7787	227.677	1	1	1	1	49.8279	39.299	54.3578																																																																																																																																																																		
DATA	120	2	35	0	0	A_23_P67355	NM_000951	1169.59	208.971	2.88E-01	1.91E-01	1.33E-01	1.49E+01	2.88E+01	7.65E+00	5.27E+00	48.5	79	39	54	8.06E+00	1.20E+01	0	0	0	0	0	0	0	0	0	0	0	5.7675	22.6287	1	1	0	1	46.1809	39.4328	54.3532																																																																																																																																																																		
DATA	121	2	36	0	0	A_23_P48487	NM_183002	1195.5	209	2.84E-01	7.19E-02	7.75E-05	1.00E+02	1.93E+02	1.26E+01	1.98E+01	84	213	38	52	7.42E+00	1.01E+01	0	0	0	0	0	0	0	0	0	0	0	38.7744	151.83	1	1	1	1	48.5334	39.8155	52.966																																																																																																																																																																		
DATA	122	2	37	0	0	A_23_P204947	NM_004004	1220.28	209.135	-8.51E-01	1.00E-01	1.86E-17	2.80E+03	3.94E+02	2.80E+02	3.97E+01	1083	355.5	37	54	7.37E+00	1.19E+01	0	0	0	0	0	0	0	0	0	0	0	1083.72	307.31	1	1	1	1	48.5334	37.8341	54.7756																																																																																																																																																																		
DATA	123	2	38	0	0	A_24_P50738	AF035020	1245.91	209.386	0.00E+00	6.29E-01	1.00E+00	6.96E+00	4.86E+00	6.94E+00	4.85E+00	44	60.5	38.5	56	7.15E+00	1.21E+01	0	0	0	0	0	0	0	0	0	0	0	0.157354	2.65697	0	0	0	0	65	38.8713	55.7426																																																																																																																																																																		
DATA	124	2	39	0	0	A_24_P624263	THC2684625	1271.46	209.05	1.41E-01	4.42E-01	7.51E-01	7.17E+00	9.91E+00	7.14E+00	4.83E+00	44	66	38	55	6.93E+00	1.17E+01	0	0	0	0	0	0	0	0	0	0	0	0.786698	7.26267	0	1	0	0	55.8519	38.4167	55.0694																																																																																																																																																																		
DATA	125	2	40	0	0	A_23_P351328	NM_178553	1296.99	209.113	4.84E-01	2.88E-01	9.24E-02	7.39E+00	2.25E+01	7.39E+00	5.13E+00	45.5	75.5	38	56	7.31E+00	1.24E+01	0	0	0	0	0	0	0	0	0	0	0	2.77924	16.9431	0	1	0	0	49.8279	38.8095	55.3714																																																																																																																																																																		
DATA	126	2	41	0	0	A_23_P129829	NM_139280	1322.2	209.418	1.49E-01	6.29E-02	1.76E-02	7.86E+03	1.11E+04	7.87E+02	1.11E+03	2969	8516	38	54	7.26E+00	1.21E+01	0	0	0	0	0	0	0	0	0	0	0	2961.91	8723.57	1	1	1	1	54.9904	38.2059	53.9951																																																																																																																																																																		
DATA	127	2	42	0	0	A_23_P142688	NM_024293	1347.41	209.443	1.69E-01	6.36E-02	8.01E-03	5.14E+02	7.59E+02	5.20E+01	7.60E+01	237	620	38	54	6.85E+00	1.24E+01	0	0	0	0	0	0	0	0	0	0	0	197.121	583.441	1	1	1	1	50.1463	38.5545	55.7678																																																																																																																																																																		
DATA	128	2	43	0	0	A_32_P10665	A_32_P10665	1372.89	209.5	-7.36E-02	6.53E-02	2.60E-01	1.97E+02	1.66E+02	2.11E+01	1.72E+01	115	184	36.5	56	7.32E+00	1.21E+01	0	0	0	0	0	0	0	0	0	0	0	75.0361	127.882	1	1	1	1	56.9804	36.8762	55.181																																																																																																																																																																		
DATA	129	2	44	0	0	A_23_P53015	NM_022830	1398.42	209.573	7.14E-02	6.38E-02	2.63E-01	2.24E+02	2.65E+02	2.37E+01	2.68E+01	124	246.5	39	55	7.61E+00	1.17E+01	0	0	0	0	0	0	0	0	0	0	0	85.4825	202.6	1	1	1	1	57.5363	38.9104	54.9254																																																																																																																																																																		
DATA	130	2	45	0	0	A_23_P56855	NM_001137671	1423.58	209.573	2.82E-02	5.08E-01	9.56E-01	7.19E+00	7.68E+00	7.17E+00	4.91E+00	43	63	38	55	6.60E+00	1.16E+01	0	0	0	0	0	0	0	0	0	0	0	0.380115	5.48009	0	1	0	0	57.5363	38.599	55.8696																																																																																																																																																																		
DATA	131	2	46	0	0	A_32_P184330	AK130741	1449.37	209.596	3.15E-01	1.69E-01	6.26E-02	1.71E+01	3.53E+01	7.91E+00	5.74E+00	49.5	83	39	54	7.90E+00	1.34E+01	0	0	0	0	0	0	0	0	0	0	0	6.44198	26.9899	1	1	0	1	57.8122	39.3483	56.7463																																																																																																																																																																		
DATA	132	2	47	0	0	A_24_P212086	NM_002639	1474.5	210	0.00E+00	6.28E-01	1.00E+00	7.11E+00	4.98E+00	7.08E+00	4.97E+00	38.5	61	38	54	6.45E+00	1.07E+01	0	0	0	0	0	0	0	0	0	0	0	-5.00017	2.0591	0	0	0	0	54.1152	38.8594	54.25																																																																																																																																																																		
DATA	133	2	48	0	0	A_24_P373475	NM_000049	1500	210	0.00E+00	6.28E-01	1.00E+00	7.12E+00	5.00E+00	7.10E+00	4.98E+00	39	54	39	52	7.31E+00	1.17E+01	0	0	0	0	0	0	0	0	0	0	0	-3.85004	-2.17204	0	0	0	0	54.9904	38.9948	53.6458																																																																																																																																																																		
DATA	134	2	49	0	0	A_23_P107597	NM_005603	1525.5	210	0.00E+00	6.28E-01	1.00E+00	7.14E+00	5.01E+00	7.11E+00	5.00E+00	39	59	39	54	7.49E+00	1.11E+01	0	0	0	0	0	0	0	0	0	0	0	-4.2175	1.63233	0	0	0	0	54.1152	39.57	53.6232																																																																																																																																																																		
DATA	135	2	50	0	1	ETG02_36680	ETG02_36680	1550.58	210.427	0.00E+00	6.28E-01	1.00E+00	7.16E+00	5.03E+00	7.13E+00	5.01E+00	42	63	39	55	7.82E+00	1.25E+01	0	0	0	0	0	0	0	0	0	0	0	-0.468534	1.84953	0	0	0	0	57.5363	39.801	55.9055																																																																																																																																																																		
DATA	136	2	51	0	0	A_24_P394940	NM_000773	1576.11	210.5	0.00E+00	6.28E-01	1.00E+00	7.17E+00	5.04E+00	7.15E+00	5.03E+00	44	61.5	39	56	6.34E+00	1.13E+01	0	0	0	0	0	0	0	0	0	0	0	0.435328	1.93949	0	0	0	0	56.9804	38.7128	57.3333																																																																																																																																																																		
DATA	137	2	52	0	0	A_24_P912617	A_24_P912617	1601.5	210.5	0.00E+00	6.11E-01	1.00E+00	7.21E+00	5.37E+00	7.18E+00	5.05E+00	43	62	39	55	7.13E+00	1.09E+01	0	0	0	0	0	0	0	0	0	0	0	0.599439	3.70419	0	1	0	0	65	39.7718	54.8835																																																																																																																																																																		
DATA	138	2	53	0	0	A_23_P152107	NM_194259	1626.68	210.4	-7.22E-02	6.18E-02	2.42E-01	4.35E+04	3.69E+04	4.35E+03	3.69E+03	13971	27636	41	56.5	6.87E+00	1.11E+01	0	0	0	0	0	0	0	0	0	0	0	14812.8	30165.6	1	1	1	1	50.7771	40.5859	56.7576																																																																																																																																																																		
DATA	139	2	54	0	0	A_23_P97584	NM_014597	1652	210.5	-2.00E-01	6.41E-02	1.77E-03	1.34E+04	8.47E+03	1.34E+03	8.47E+02	4720	6103	40	54	7.14E+00	1.18E+01	0	0	0	0	0	0	0	0	0	0	0	4902.84	6420.25	1	1	1	1	48.5334	40.5592	54.5735																																																																																																																																																																		
DATA	140	2	55	0	0	A_32_P146113	NM_145028	1677.58	210.573	0.00E+00	6.27E-01	1.00E+00	7.24E+00	5.10E+00	7.21E+00	5.08E+00	41	58	41	52	6.84E+00	1.23E+01	0	0	0	0	0	0	0	0	0	0	0	-1.20527	-0.158817	0	0	0	0	65	41.2919	53.4019																																																																																																																																																																		
DATA	141	2	56	1028	1	(+)E1A_r60_a97	E1A_r60_a97	1703	210.545	7.19E-01	9.39E-02	1.97E-14	6.17E+01	3.23E+02	9.99E+00	3.26E+01	67	287	40	54	6.98E+00	1.14E+01	0	0	0	0	0	0	0	0	0	0	0	22.8525	238.701	1	1	1	1	55.8519	40.6124	54.512																																																																																																																																																																		
DATA	142	2	57	0	0	A_24_P305467	NM_017660	1728.5	210.648	1.20E-01	6.25E-02	5.53E-02	8.35E+02	1.10E+03	8.39E+01	1.10E+02	349	863	42	55	7.10E+00	1.28E+01	0	0	0	0	0	0	0	0	0	0	0	310.762	807.775	1	1	1	1	57.5363	42.2201	56.4737																																																																																																																																																																		
DATA	143	2	58	0	0	A_23_P426140	NM_024646	1753.63	210.596	6.58E-02	6.31E-02	2.97E-01	2.85E+02	3.31E+02	2.95E+01	3.35E+01	148.5	285.5	42	57	7.16E+00	1.27E+01	0	0	0	0	0	0	0	0	0	0	0	105.516	242.774	1	1	1	1	57.8122	42.1401	56.6329																																																																																																																																																																		
DATA	144	2	59	0	0	A_24_P356721	NM_000979	1779.44	211.022	7.95E-02	6.18E-02	1.99E-01	2.55E+04	3.06E+04	2.55E+03	3.06E+03	8668	23270	39	55	6.49E+00	1.25E+01	0	0	0	0	0	0	0	0	0	0	0	8798.98	23997.7	1	1	1	1	50.4627	39.4975	55.1168																																																																																																																																																																		
DATA	145	2	60	0	0	A_23_P356755	NM_001806	1804.68	211	5.72E-02	6.16E-02	3.53E-01	1.30E+04	1.48E+04	1.30E+03	1.48E+03	4353	10379	41	56	6.60E+00	1.15E+01	0	0	0	0	0	0	0	0	0	0	0	4639.56	11145.9	1	1	1	1	49.1849	41.0859	56.0253																																																																																																																																																																		
DATA	146	2	61	0	0	A_23_P379550	NM_003680	1829.69	210.708	-1.47E-01	6.30E-02	1.97E-02	1.32E+03	9.42E+02	1.32E+02	9.43E+01	523	730	41	57	6.94E+00	1.19E+01	0	0	0	0	0	0	0	0	0	0	0	488.453	684.218	1	1	1	1	47.5395	41.2762	56.5476																																																																																																																																																																		
DATA	147	2	62	0	0	A_23_P345710	NM_152531	1855.44	210.973	-8.43E-02	6.33E-02	1.83E-01	3.35E+02	2.76E+02	3.45E+01	2.80E+01	167.5	250.5	42	53	7.98E+00	1.08E+01	0	0	0	0	0	0	0	0	0	0	0	123.7	200.626	1	1	1	1	48.5334	42.0849	53.5519																																																																																																																																																																		
DATA	148	2	63	0	0	A_24_P719096	THC2729213	1880.5	211.295	-6.75E-01	8.80E-02	1.73E-14	8.40E+02	1.78E+02	8.43E+01	1.84E+01	345	190	42	52	7.07E+00	1.04E+01	0	0	0	0	0	0	0	0	0	0	0	309.563	128.78	1	1	1	1	50.4627	42.3211	52.5737																																																																																																																																																																		
DATA	149	2	64	0	0	A_24_P343233	NM_002124	1906.42	211.427	-2.84E-02	6.15E-02	6.44E-01	5.05E+05	4.73E+05	5.05E+04	4.73E+04	137594	455966	42	53	7.51E+00	1.26E+01	0	0	0	0	0	0	0	0	0	0	0	137333	462985	1	1	1	1	57.5363	42.1857	55.8476																																																																																																																																																																		
DATA	150	2	65	0	0	A_23_P408787	NM_145278	1931.5	211.5	0.00E+00	6.27E-01	1.00E+00	7.33E+00	5.21E+00	7.31E+00	5.19E+00	42.5	57	43	52	7.52E+00	1.13E+01	0	0	0	0	0	0	0	0	0	0	0	-0.0561639	-0.208684	0	0	0	0	65	42.9163	53.9015																																																																																																																																																																		
DATA	151	2	66	0	0	A_23_P344655	AK094167	1957.11	211.5	0.00E+00	6.27E-01	1.00E+00	7.34E+00	5.21E+00	7.31E+00	5.19E+00	42	56	42	53	7.48E+00	1.03E+01	0	0	0	0	0	0	0	0	0	0	0	-0.305588	-2.2069	0	0	0	0	65	42.6445	53.5403																																																																																																																																																																		
DATA	152	2	67	0	0	A_23_P350678	AL136901	1982.42	211.573	0.00E+00	6.27E-01	1.00E+00	7.33E+00	5.22E+00	7.31E+00	5.19E+00	42	57	42	54	7.58E+00	1.18E+01	0	0	0	0	0	0	0	0	0	0	0	0.587892	-2.60558	0	0	0	0	57.5363	42.1836	54.0242																																																																																																																																																																		
DATA	153	2	68	0	0	A_23_P397933	NM_001879	2007.58	211.573	0.00E+00	5.99E-01	1.00E+00	7.36E+00	5.76E+00	7.35E+00	5.21E+00	45	60	42	55	7.26E+00	1.13E+01	0	0	0	0	0	0	0	0	0	0	0	1.85535	3.85806	0	1	0	0	65	42.0748	53.8879																																																																																																																																																																		
DATA	154	2	69	0	0	A_23_P145024	NM_000024	2033.32	211.701	7.66E-01	9.78E-02	4.98E-15	5.28E+01	3.08E+02	9.53E+00	3.11E+01	61	280	43	57	6.94E+00	1.18E+01	0	0	0	0	0	0	0	0	0	0	0	19.3606	222.986	1	1	1	1	49.8279	42.9366	56.3366																																																																																																																																																																		
DATA	155	2	70	0	0	A_24_P104115	NM_019034	2058.38	211.658	-4.68E-01	7.50E-02	4.25E-10	2.44E+03	8.30E+02	2.44E+02	8.31E+01	901	658	42	54	6.85E+00	1.20E+01	0	0	0	0	0	0	0	0	0	0	0	902.913	598.183	1	1	1	1	50.7771	42.7196	54.2757																																																																																																																																																																		
DATA	156	2	71	0	0	A_23_P433829	NM_152409	2084	212	8.70E-04	6.40E-02	9.89E-01	2.21E+02	2.21E+02	2.35E+01	2.26E+01	123	209.5	43	55	6.86E+00	1.22E+01	0	0	0	0	0	0	0	0	0	0	0	81.5086	160.283	1	1	1	1	54.9904	43.0481	54.851																																																																																																																																																																		
DATA	157	2	72	0	0	A_23_P110846	NM_004779	2109.28	212.095	2.18E-01	6.46E-02	7.21E-04	2.91E+03	4.81E+03	2.91E+02	4.81E+02	1073	3219	42	53.5	7.43E+00	1.06E+01	0	0	0	0	0	0	0	0	0	0	0	1076.31	3486.32	1	1	1	1	48.8603	41.9363	54.7255																																																																																																																																																																		
DATA	158	2	73	0	0	A_24_P910381	A_24_P910381	2135.32	212	1.87E-01	1.31E-01	1.54E-01	2.79E+01	4.30E+01	8.40E+00	6.39E+00	53	91	43	54	6.56E+00	1.10E+01	0	0	0	0	0	0	0	0	0	0	0	10.2643	31.489	1	1	0	1	44.0646	42.6142	54.8122																																																																																																																																																																		
DATA	159	2	74	0	0	A_23_P110699	NM_052860	2160.42	212.427	-1.96E-02	1.65E-01	9.05E-01	2.68E+01	2.56E+01	8.33E+00	5.38E+00	51.5	73	43	56	7.10E+00	1.30E+01	0	0	0	0	0	0	0	0	0	0	0	9.88245	18.7448	1	1	0	1	57.5363	43.2139	56.393																																																																																																																																																																		
DATA	160	2	75	66	1	DarkCorner	DarkCorner	2185.58	212.427	0.00E+00	6.26E-01	1.00E+00	7.22E+00	5.17E+00	7.20E+00	5.15E+00	41	58	41	55	7.31E+00	1.17E+01	0	0	0	0	0	0	0	0	0	0	0	-1.87647	-1.10788	0	0	0	0	65	42.161	55.6098																																																																																																																																																																		
DATA	161	2	76	66	1	DarkCorner	DarkCorner	2211	212.455	0.00E+00	6.26E-01	1.00E+00	7.20E+00	5.15E+00	7.17E+00	5.13E+00	41	54	43	53	7.91E+00	1.23E+01	0	0	0	0	0	0	0	0	0	0	0	0.263897	-2.42198	0	0	0	0	65	42.4673	55.603																																																																																																																																																																		
DATA	162	2	77	66	1	DarkCorner	DarkCorner	2236.5	212.5	0.00E+00	6.26E-01	1.00E+00	7.16E+00	5.13E+00	7.13E+00	5.12E+00	41	57	41	54	7.37E+00	1.17E+01	0	0	0	0	0	0	0	0	0	0	0	-1.78876	1.9214	0	0	0	0	65	42.3883	54.3398																																																																																																																																																																		
DATA	163	2	78	66	1	DarkCorner	DarkCorner	2261.67	212.5	0.00E+00	6.26E-01	1.00E+00	7.12E+00	5.11E+00	7.10E+00	5.09E+00	40	57	41	54	7.10E+00	1.20E+01	0	0	0	0	0	0	0	0	0	0	0	-2.82424	-0.6349	0	0	0	0	65	41.3709	55.4178																																																																																																																																																																		
